dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
VisA,VisA/pipe_fryum/test/bad/001.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/001.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/002.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/002.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/002.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/002.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/003.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/003.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/003.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/003.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/003.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/004.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/004.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/004.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,A,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/004.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/005.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/005.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/005.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/005.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/006.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/006.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/006.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/006.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/006.JPG,5,Defect Analysis,There is a defect in the object. What is the possible effect of the defect?,A,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/007.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/007.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/007.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/007.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/007.JPG,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/008.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/008.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/008.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/008.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/008.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/009.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/009.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/009.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/009.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/009.JPG,5,Defect Analysis,There is a defect in the object. What is the possible cause of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/010.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/010.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/010.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/010.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/010.JPG,5,Defect Analysis,There is a defect in the object. What is the likely effect of the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/011.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/011.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/011.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/011.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/011.JPG,5,Defect Analysis,There is a defect in the object. What is the potential cause of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/012.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/012.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/012.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/012.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/012.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,C,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/013.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/013.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/013.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/013.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/014.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/014.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/014.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/014.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/014.JPG,5,Defect Analysis,There is a defect in the object. What is the likely effect of the defect on the product?,C,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/015.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/015.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/015.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,A,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/015.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/015.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/016.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/016.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/016.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/016.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/016.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/017.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/017.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/017.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/017.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/018.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/018.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/018.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/018.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/018.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/019.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/019.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/019.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/019.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/019.JPG,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/020.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/020.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/020.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/020.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/020.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/021.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/021.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/021.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,B,False,Answer: B.
VisA,VisA/pipe_fryum/test/bad/021.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/021.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/022.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/022.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/022.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/022.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/023.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/023.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/023.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/023.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/023.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/024.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/024.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/024.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/024.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/024.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/025.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/025.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
VisA,VisA/pipe_fryum/test/bad/025.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/025.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/025.JPG,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/026.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/026.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/026.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
VisA,VisA/pipe_fryum/test/bad/026.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
